intervention_id,partner_id,intervention_type,intervention_date,outcome,uplift_signal,outcome_recorded_at,created_at
31255e55-2d74-402f-8be3-6b240b8d0efa,P11199,none,2025-12-21T04:12:18.971571,Retained,-0.238,2026-01-20T04:12:18.971571,2026-02-07T04:12:18.971579
f77d4b3d-97b6-4442-88e1-098679a1eecd,P11199,none,2025-12-29T04:12:18.971610,Retained,-0.232,2026-01-28T04:12:18.971610,2026-02-07T04:12:18.971617
985e349e-1533-45f8-8e2b-4de6148ec8b1,P11200,email,2026-01-05T04:12:18.971668,Retained,-0.084,2026-02-04T04:12:18.971668,2026-02-07T04:12:18.971677
2aa7d286-06d5-4843-8c8e-607915e7d05c,P11200,email,2025-11-15T04:12:18.971708,Retained,-0.121,2025-12-15T04:12:18.971708,2026-02-07T04:12:18.971716
9aef3f9e-1e02-4b6d-a8e5-b32957f40ec6,P11201,none,2025-11-12T04:12:18.971762,Retained,0.099,2025-12-12T04:12:18.971762,2026-02-07T04:12:18.971770
8fc5d698-1626-4b39-a959-f4939f5c3908,P11202,email,2025-12-08T04:12:18.971815,Retained,0.008,2026-01-07T04:12:18.971815,2026-02-07T04:12:18.971823
35f878ca-7c4a-4b3f-a5f4-ac1958e91f74,P11202,none,2025-12-24T04:12:18.971854,Retained,0.078,2026-01-23T04:12:18.971854,2026-02-07T04:12:18.971861
f63046f0-bf7f-4c20-9b91-01bfbc003bac,P11203,none,2025-12-09T04:12:18.971907,Retained,-0.105,2026-01-08T04:12:18.971907,2026-02-07T04:12:18.971914
31d29aee-6e6b-4b8b-b5ab-ed141aa3ec5a,P11203,email,2025-11-14T04:12:18.971945,Retained,0.008,2025-12-14T04:12:18.971945,2026-02-07T04:12:18.971952
b799ee27-b9cb-4957-8c39-ac3c5042aa33,P11203,none,2025-11-18T04:12:18.971983,Retained,-0.188,2025-12-18T04:12:18.971983,2026-02-07T04:12:18.971990
83b4c4d0-4d42-4618-a0dd-68ae7b9ca43a,P11204,call,2025-12-16T04:12:18.972040,Retained,-0.073,2026-01-15T04:12:18.972040,2026-02-07T04:12:18.972047
7bb5cbc4-5838-456d-b381-9658073a6806,P11204,email,2025-11-15T04:12:18.972078,Retained,0.002,2025-12-15T04:12:18.972078,2026-02-07T04:12:18.972085
fc50b09d-edf3-4f1e-801a-077f131800b3,P11204,none,2025-12-27T04:12:18.972116,Retained,-0.096,2026-01-26T04:12:18.972116,2026-02-07T04:12:18.972123
cbbfd305-8426-40d0-b396-f7c6641b51c9,P11205,email,2025-12-28T04:12:18.972170,Retained,-0.139,2026-01-27T04:12:18.972170,2026-02-07T04:12:18.972178
11483125-f88b-4819-aec6-8999c7afdb5e,P11205,email,2025-12-23T04:12:18.972209,Retained,-0.173,2026-01-22T04:12:18.972209,2026-02-07T04:12:18.972216
a32915e8-e840-44fd-a9b8-45701d7fbee1,P11206,email,2025-11-13T04:12:18.972260,Retained,-0.134,2025-12-13T04:12:18.972260,2026-02-07T04:12:18.972268
567c664e-5d3f-4502-8fcd-a1ec9cbd5fa2,P11206,none,2025-11-18T04:12:18.972298,Retained,-0.298,2025-12-18T04:12:18.972298,2026-02-07T04:12:18.972305
8d17a25f-8001-4454-9d3b-d68d1e3984b5,P11207,email,2025-11-10T04:12:18.972355,Retained,-0.301,2025-12-10T04:12:18.972355,2026-02-07T04:12:18.972362
6b4452fd-db0d-4f7f-a636-9bb71b60b31e,P11207,none,2025-12-06T04:12:18.972393,Retained,0.174,2026-01-05T04:12:18.972393,2026-02-07T04:12:18.972400
ee17cce8-23e4-4366-85de-25e970bb8c96,P11207,email,2025-12-21T04:12:18.972434,Retained,-0.223,2026-01-20T04:12:18.972434,2026-02-07T04:12:18.972442
94ff8be9-636b-484a-8e4f-0271cc0a4439,P11208,email,2025-11-21T04:12:18.972490,Retained,0.145,2025-12-21T04:12:18.972490,2026-02-07T04:12:18.972498
4c24ab54-4dc8-4053-84e7-09407cfe167d,P11209,email,2025-11-14T04:12:18.972543,Churned,0.113,2025-12-14T04:12:18.972543,2026-02-07T04:12:18.972551
4c15c08a-6233-4f03-a2b2-8a894a22286f,P11209,none,2025-12-11T04:12:18.972582,Retained,-0.129,2026-01-10T04:12:18.972582,2026-02-07T04:12:18.972589
c9a7273c-bdde-46d6-8da1-547469ae68e1,P11210,call,2025-11-19T04:12:18.972634,Retained,-0.054,2025-12-19T04:12:18.972634,2026-02-07T04:12:18.972641
4b9061a1-0448-45ea-b6e4-f799f14100c1,P11210,email,2025-12-13T04:12:18.972672,Retained,-0.146,2026-01-12T04:12:18.972672,2026-02-07T04:12:18.972679
c197fed9-446a-4ada-a35c-970199afe4e9,P11211,email,2025-11-09T04:12:18.972724,Retained,0.038,2025-12-09T04:12:18.972724,2026-02-07T04:12:18.972731
32556f2e-1647-4f42-8079-e5f469c7c66e,P11211,email,2025-11-14T04:12:18.972763,Retained,0.016,2025-12-14T04:12:18.972763,2026-02-07T04:12:18.972770
995d91d4-bb7a-413d-b564-f9a20cb1f526,P11212,email,2025-12-11T04:12:18.972816,Retained,0.027,2026-01-10T04:12:18.972816,2026-02-07T04:12:18.972824
8a4ddeeb-93ee-4013-a00a-39a3cfe5e8ba,P11212,email,2026-01-01T04:12:18.972855,Retained,-0.141,2026-01-31T04:12:18.972855,2026-02-07T04:12:18.972862
8098991a-7650-4906-9cef-04c00781fed9,P11213,call,2026-01-07T04:12:18.972912,Retained,0.012,2026-02-06T04:12:18.972912,2026-02-07T04:12:18.972920
f4b7963f-41af-444b-b093-aa0f6e1012eb,P11213,none,2026-01-05T04:12:18.972950,Retained,-0.157,2026-02-04T04:12:18.972950,2026-02-07T04:12:18.972958
894b253f-ce04-4cca-8f09-c510958d8044,P11214,none,2025-11-27T04:12:18.973005,Churned,0.2,2025-12-27T04:12:18.973005,2026-02-07T04:12:18.973012
e09ddf76-6849-4adb-b731-c4a05ebceaa7,P11214,none,2025-12-09T04:12:18.973043,Churned,0.123,2026-01-08T04:12:18.973043,2026-02-07T04:12:18.973053
7d3a69d8-bcd7-4777-8854-63520a303f65,P11215,none,2025-11-19T04:12:18.973097,Retained,-0.128,2025-12-19T04:12:18.973097,2026-02-07T04:12:18.973104
33904928-380f-4ae4-b13f-d66960f10111,P11215,email,2025-12-03T04:12:18.973135,Churned,0.12,2026-01-02T04:12:18.973135,2026-02-07T04:12:18.973142
e22a014b-3304-4634-aafe-58ef3f834181,P11216,email,2026-01-04T04:12:18.973189,Retained,-0.042,2026-02-03T04:12:18.973189,2026-02-07T04:12:18.973196
8419b09a-17df-4801-86cb-effbd445b39a,P11216,email,2025-11-13T04:12:18.973226,Retained,0.2,2025-12-13T04:12:18.973226,2026-02-07T04:12:18.973234
a91aec9f-7472-4e2e-8181-9dd9982e890e,P11217,none,2025-11-13T04:12:18.973278,Churned,0.162,2025-12-13T04:12:18.973278,2026-02-07T04:12:18.973286
949ac52a-7c4c-4e16-93b6-916c79c7be72,P11218,none,2025-11-14T04:12:18.973330,Retained,-0.02,2025-12-14T04:12:18.973330,2026-02-07T04:12:18.973337
e68431ee-f019-4a47-b05f-e979d2a7c01e,P11218,email,2026-01-05T04:12:18.973369,Churned,-0.015,2026-02-04T04:12:18.973369,2026-02-07T04:12:18.973376
d4232f5b-b83a-458f-8227-a64624b915ef,P11219,email,2025-12-02T04:12:18.973421,Churned,-0.021,2026-01-01T04:12:18.973421,2026-02-07T04:12:18.973428
8839351e-b6c2-485d-87e0-7ec60431dbb6,P11220,email,2025-11-17T04:12:18.973472,Retained,-0.387,2025-12-17T04:12:18.973472,2026-02-07T04:12:18.973479
1051311b-6543-44a1-82e9-d684db4e011c,P11220,none,2025-12-26T04:12:18.973511,Retained,-0.175,2026-01-25T04:12:18.973511,2026-02-07T04:12:18.973518
86f928ac-8eb7-4cbc-a845-e3de7c1f5c26,P11221,call,2026-01-07T04:12:18.973562,Retained,-0.331,2026-02-06T04:12:18.973562,2026-02-07T04:12:18.973569
4e908f03-bf5b-4427-b794-c1300b9fed86,P11221,email,2026-01-05T04:12:18.973601,Retained,-0.064,2026-02-04T04:12:18.973601,2026-02-07T04:12:18.973608
f95ab0f2-9ab6-4097-96e9-1e8f148b1345,P11222,none,2025-11-10T04:12:18.973653,Retained,-0.199,2025-12-10T04:12:18.973653,2026-02-07T04:12:18.973660
1e7cc96d-6ba9-4b9e-92a6-763da97fb2bf,P11222,none,2025-12-19T04:12:18.973691,Retained,-0.052,2026-01-18T04:12:18.973691,2026-02-07T04:12:18.973698
f1ef9e1a-8949-4ead-be87-9f6132194d06,P11222,email,2025-12-08T04:12:18.973729,Churned,0.2,2026-01-07T04:12:18.973729,2026-02-07T04:12:18.973736
d2fd09c9-ab02-4e18-8f03-214a30ed83b1,P11223,email,2025-12-03T04:12:18.973781,Retained,-0.162,2026-01-02T04:12:18.973781,2026-02-07T04:12:18.973788
c1f1891e-5075-43ac-bbc9-1cfa70095942,P11224,none,2025-11-23T04:12:18.973832,Retained,-0.125,2025-12-23T04:12:18.973832,2026-02-07T04:12:18.973839
bf7c2b76-44a8-4352-8af2-2ef212c676be,P11224,none,2025-11-10T04:12:18.973870,Retained,-0.129,2025-12-10T04:12:18.973870,2026-02-07T04:12:18.973877
4d7a7f08-0c28-4fe2-b5d9-6de82201eef0,P11224,email,2025-11-17T04:12:18.973907,Retained,-0.21,2025-12-17T04:12:18.973907,2026-02-07T04:12:18.973914
81ee844f-047e-4307-ad03-a7921f2e3e25,P11225,none,2025-11-26T04:12:18.973958,Churned,0.175,2025-12-26T04:12:18.973958,2026-02-07T04:12:18.973965
fc7209c0-b940-4a80-b42a-c421b2c11770,P11225,email,2025-11-25T04:12:18.973996,Retained,0.2,2025-12-25T04:12:18.973996,2026-02-07T04:12:18.974003
0008c97d-1f3d-4d25-9869-6a2322b14758,P11226,none,2025-12-24T04:12:18.974048,Churned,0.2,2026-01-23T04:12:18.974048,2026-02-07T04:12:18.974056
e13957dd-b1e8-4277-9db0-8f7d686f7776,P11227,none,2025-12-25T04:12:18.974103,Retained,-0.006,2026-01-24T04:12:18.974103,2026-02-07T04:12:18.974111
f1f10924-cce9-4ce2-acf7-68657da7f813,P11228,email,2026-01-05T04:12:18.974178,Churned,0.02,2026-02-04T04:12:18.974178,2026-02-07T04:12:18.974185
10e224c3-ae77-4102-bae8-d208f317da68,P11229,none,2025-12-24T04:12:18.974230,Retained,-0.094,2026-01-23T04:12:18.974230,2026-02-07T04:12:18.974238
6ecd9105-db9e-48d8-8e75-2d7b210a149b,P11230,none,2025-11-13T04:12:18.974282,Retained,0.003,2025-12-13T04:12:18.974282,2026-02-07T04:12:18.974290
e5a452f5-a353-41f5-be12-9955a330f328,P11230,none,2025-12-03T04:12:18.974321,Retained,-0.041,2026-01-02T04:12:18.974321,2026-02-07T04:12:18.974328
083b8759-9818-414c-9007-efe5a8b1a66a,P11230,email,2025-12-11T04:12:18.974360,Retained,0.2,2026-01-10T04:12:18.974360,2026-02-07T04:12:18.974367
b8fa8a8b-dbc4-4f13-9101-8fe62bc6e27a,P11231,call,2025-11-17T04:12:18.974412,Retained,0.157,2025-12-17T04:12:18.974412,2026-02-07T04:12:18.974420
3ed8c8e5-b070-4c71-a5c3-e9d6ef94519d,P11231,email,2025-11-18T04:12:18.974451,Retained,0.069,2025-12-18T04:12:18.974451,2026-02-07T04:12:18.974460
474a6312-194b-4733-8159-1b2fbfa286da,P11231,email,2025-11-22T04:12:18.974491,Retained,-0.412,2025-12-22T04:12:18.974491,2026-02-07T04:12:18.974498
27c2b2b2-842a-43ab-b8a2-e6971f46dd5f,P11232,call,2026-01-01T04:12:18.974542,Churned,0.123,2026-01-31T04:12:18.974542,2026-02-07T04:12:18.974549
441e56f5-f5c7-4a72-a4db-5c2db7e434c8,P11232,none,2025-11-21T04:12:18.974580,Retained,-0.104,2025-12-21T04:12:18.974580,2026-02-07T04:12:18.974587
9dfef33f-f899-421a-80bc-4f4b85155f89,P11232,email,2025-11-10T04:12:18.974618,Retained,0.081,2025-12-10T04:12:18.974618,2026-02-07T04:12:18.974625
15a62b43-cd71-44eb-ab33-b20149744459,P11233,none,2025-12-22T04:12:18.974669,Retained,-0.072,2026-01-21T04:12:18.974669,2026-02-07T04:12:18.974677
b61ad54a-1895-4c5c-8b9d-36c1d8e22d45,P11234,none,2026-01-04T04:12:18.974721,Retained,-0.187,2026-02-03T04:12:18.974721,2026-02-07T04:12:18.974729
13e5d8fc-499e-4362-b3e3-d02516b4fee4,P11234,none,2025-12-25T04:12:18.974760,Retained,0.162,2026-01-24T04:12:18.974760,2026-02-07T04:12:18.974768
062311ad-f37e-418f-a428-9b61c72345a1,P11235,none,2025-11-09T04:12:18.974811,Retained,-0.064,2025-12-09T04:12:18.974811,2026-02-07T04:12:18.974819
0f8ac05d-003f-4084-bbf8-0d70ca218b2a,P11235,email,2025-11-30T04:12:18.974850,Retained,0.06,2025-12-30T04:12:18.974850,2026-02-07T04:12:18.974857
118289a9-bad5-4bff-aaac-c6b8619bf89a,P11236,none,2025-12-25T04:12:18.974901,Churned,-0.023,2026-01-24T04:12:18.974901,2026-02-07T04:12:18.974908
c6a9273f-dcf4-4125-b36d-1d257638a7ab,P11236,none,2025-11-14T04:12:18.974939,Retained,-0.181,2025-12-14T04:12:18.974939,2026-02-07T04:12:18.974946
1ec11599-3a84-481f-ac09-4769401b1516,P11236,none,2025-11-28T04:12:18.974976,Retained,0.002,2025-12-28T04:12:18.974976,2026-02-07T04:12:18.974983
7cb48e06-5c0b-4b3d-96d0-01a253a0adc6,P11237,email,2026-01-01T04:12:18.975027,Retained,-0.055,2026-01-31T04:12:18.975027,2026-02-07T04:12:18.975034
acbc06ec-f1fe-4477-ad65-89d68671ec1d,P11237,none,2025-12-29T04:12:18.975066,Retained,0.01,2026-01-28T04:12:18.975066,2026-02-07T04:12:18.975073
899433cf-73b5-4d05-877b-2866081849cb,P11238,none,2025-12-06T04:12:18.975116,Retained,0.128,2026-01-05T04:12:18.975116,2026-02-07T04:12:18.975124
e4aaa53c-840c-48b1-be33-8649d8b2d53b,P11238,email,2025-11-22T04:12:18.975155,Retained,-0.062,2025-12-22T04:12:18.975155,2026-02-07T04:12:18.975162
08a34057-ccaf-4029-ad9b-e23cfd0a4150,P11238,call,2025-11-27T04:12:18.975193,Retained,0.14,2025-12-27T04:12:18.975193,2026-02-07T04:12:18.975200
7af4b17d-d48b-45ef-8e00-245fdd2c5067,P11239,email,2025-11-17T04:12:18.975244,Churned,0.03,2025-12-17T04:12:18.975244,2026-02-07T04:12:18.975252
928e5e53-c076-4b60-8127-3764d9686a25,P11239,email,2025-12-13T04:12:18.975282,Churned,0.039,2026-01-12T04:12:18.975282,2026-02-07T04:12:18.975289
958de43a-1e1d-49ea-b345-c03fc9b05fd0,P11239,email,2025-12-18T04:12:18.975320,Retained,0.2,2026-01-17T04:12:18.975320,2026-02-07T04:12:18.975327
3ef104fe-b600-4dfc-a45c-266fa4d99b94,P11240,none,2025-12-19T04:12:18.975371,Retained,0.2,2026-01-18T04:12:18.975371,2026-02-07T04:12:18.975378
78f86a7c-4ff7-4b4e-b48d-6a0d9095671a,P11241,email,2025-12-30T04:12:18.975422,Retained,-0.184,2026-01-29T04:12:18.975422,2026-02-07T04:12:18.975429
2a6c7f7d-c8dc-414c-96c9-7c3af70a86ff,P11241,email,2025-12-10T04:12:18.975460,Retained,-0.115,2026-01-09T04:12:18.975460,2026-02-07T04:12:18.975467
3b8072a1-99eb-4556-bb33-5a33bfaf3700,P11241,email,2025-12-07T04:12:18.975497,Retained,0.012,2026-01-06T04:12:18.975497,2026-02-07T04:12:18.975504
f993143c-932d-4944-a323-f50a33f00c40,P11242,email,2025-12-30T04:12:18.975548,Retained,-0.216,2026-01-29T04:12:18.975548,2026-02-07T04:12:18.975555
681cdec2-2598-4a98-82d9-419086e2f2f7,P11242,none,2025-11-15T04:12:18.975586,Retained,-0.051,2025-12-15T04:12:18.975586,2026-02-07T04:12:18.975593
c05f1e71-0494-4dbc-8672-63fe1c47d182,P11243,none,2025-12-13T04:12:18.975637,Retained,0.169,2026-01-12T04:12:18.975637,2026-02-07T04:12:18.975644
bcaa1632-ecb1-492d-b1dd-64ca001e78f4,P11243,call,2025-11-17T04:12:18.975675,Retained,0.127,2025-12-17T04:12:18.975675,2026-02-07T04:12:18.975682
a9ddea1c-405e-4903-8373-54385eaf4571,P11243,none,2025-12-02T04:12:18.975712,Retained,-0.337,2026-01-01T04:12:18.975712,2026-02-07T04:12:18.975720
4db67f44-79d9-4ca2-976f-8f64cba25474,P11244,none,2025-12-12T04:12:18.975765,Retained,-0.013,2026-01-11T04:12:18.975765,2026-02-07T04:12:18.975772
97e5f8b2-68ae-401d-b41d-72ab18f45ec1,P11245,none,2025-12-11T04:12:18.975817,Retained,-0.087,2026-01-10T04:12:18.975817,2026-02-07T04:12:18.975824
05505dfe-aaca-4a16-a5f4-3dfb64e88d6f,P11246,none,2025-12-01T04:12:18.975868,Retained,-0.252,2025-12-31T04:12:18.975868,2026-02-07T04:12:18.975876
1fe917f7-9709-4135-9e95-c324afc082bc,P11246,email,2026-01-02T04:12:18.975907,Retained,-0.202,2026-02-01T04:12:18.975907,2026-02-07T04:12:18.975914
70ea95d6-c4f3-4fa3-94de-1c0a29508e13,P11246,email,2026-01-06T04:12:18.975946,Retained,-0.007,2026-02-05T04:12:18.975946,2026-02-07T04:12:18.975953
6139913b-eaf9-433c-914e-4d4385ce3408,P11247,email,2026-01-07T04:12:18.975998,Retained,-0.212,2026-02-06T04:12:18.975998,2026-02-07T04:12:18.976005
b2d97b7c-4f0e-4546-b09a-88a720c51bdb,P11247,email,2025-12-13T04:12:18.976042,Retained,-0.107,2026-01-12T04:12:18.976042,2026-02-07T04:12:18.976049
ebb38ee4-27fc-42af-b620-521038e039ca,P11247,none,2025-12-13T04:12:18.976079,Retained,0.116,2026-01-12T04:12:18.976079,2026-02-07T04:12:18.976087
500f5978-5b6f-4f23-9f7c-f33dd58f8d28,P11248,none,2025-11-16T04:12:18.976130,Retained,-0.145,2025-12-16T04:12:18.976130,2026-02-07T04:12:18.976138
b8221687-5549-4738-b015-ed5d28542894,P11249,call,2025-12-05T04:12:18.976183,Retained,0.008,2026-01-04T04:12:18.976183,2026-02-07T04:12:18.976190
82bddece-7816-45da-8b2b-ce3698d9ac88,P11249,email,2025-11-25T04:12:18.976221,Churned,0.04,2025-12-25T04:12:18.976221,2026-02-07T04:12:18.976228
a70c033b-ae4c-453c-b9e2-7b3d03f17022,P11249,call,2025-12-16T04:12:18.976259,Retained,-0.034,2026-01-15T04:12:18.976259,2026-02-07T04:12:18.976267
6e43c540-b789-49b7-ac46-daca67a64374,P11250,email,2025-12-02T04:12:18.976311,Retained,-0.132,2026-01-01T04:12:18.976311,2026-02-07T04:12:18.976319
16d942d3-12ce-4ef5-909a-9ddabfd47ba6,P11251,call,2025-11-11T04:12:18.976367,Churned,-0.03,2025-12-11T04:12:18.976367,2026-02-07T04:12:18.976375
560f1369-63cc-4dc9-be36-e52a89d9fe6d,P11251,email,2026-01-04T04:12:18.976405,Retained,-0.282,2026-02-03T04:12:18.976405,2026-02-07T04:12:18.976413
245d25f6-08d5-4c18-a3f8-e91f8e28bd98,P11252,call,2025-12-21T04:12:18.976457,Retained,-0.168,2026-01-20T04:12:18.976457,2026-02-07T04:12:18.976465
a8d603ac-5383-4037-bc9f-57b16edd658a,P11252,none,2025-12-28T04:12:18.976495,Retained,0.038,2026-01-27T04:12:18.976495,2026-02-07T04:12:18.976502
b4aae498-a50e-4484-8896-aefdbdf75a96,P11252,call,2025-11-29T04:12:18.976533,Retained,0.064,2025-12-29T04:12:18.976533,2026-02-07T04:12:18.976540
8cb8f3ff-ae8b-45f4-bbb5-e0fa6e35a360,P11253,email,2025-11-18T04:12:18.976587,Churned,-0.122,2025-12-18T04:12:18.976587,2026-02-07T04:12:18.976594
d675e7e6-54e6-4d4c-a6b8-2c9e6cca93a5,P11253,call,2025-12-22T04:12:18.976625,Churned,0.027,2026-01-21T04:12:18.976625,2026-02-07T04:12:18.976632
28dfc34b-076b-4019-936e-678232217947,P11254,none,2025-12-23T04:12:18.976677,Retained,0.056,2026-01-22T04:12:18.976677,2026-02-07T04:12:18.976684
52e460c3-b833-4adb-b096-857366d77136,P11254,email,2025-11-30T04:12:18.976715,Retained,0.185,2025-12-30T04:12:18.976715,2026-02-07T04:12:18.976722
7a9c0820-5335-48db-bc5f-2a14a2dc1b3d,P11255,email,2025-11-11T04:12:18.976766,Retained,-0.196,2025-12-11T04:12:18.976766,2026-02-07T04:12:18.976773
8a771284-b238-4e45-99ff-896cad174537,P11256,call,2025-11-10T04:12:18.976818,Retained,-0.186,2025-12-10T04:12:18.976818,2026-02-07T04:12:18.976825
95d52377-605a-4b78-8e39-5c2a6bef1dc2,P11256,email,2025-12-26T04:12:18.976855,Retained,-0.041,2026-01-25T04:12:18.976855,2026-02-07T04:12:18.976862
1e01007c-61a4-4492-8bd8-194e29388238,P11257,call,2025-12-02T04:12:18.976907,Retained,0.2,2026-01-01T04:12:18.976907,2026-02-07T04:12:18.976914
9b619221-4b99-469a-9613-aa8014ff858e,P11257,call,2025-12-25T04:12:18.976945,Retained,0.06,2026-01-24T04:12:18.976945,2026-02-07T04:12:18.976952
0f2717e6-894e-4737-96cd-61eb655f5722,P11258,call,2025-12-16T04:12:18.976999,Retained,-0.009,2026-01-15T04:12:18.976999,2026-02-07T04:12:18.977006
01ca7a92-a6d9-48bc-85c3-4b04d329cf07,P11258,email,2025-12-11T04:12:18.977037,Retained,-0.092,2026-01-10T04:12:18.977037,2026-02-07T04:12:18.977044
0e522b45-26c0-4926-8c1a-8fc1b0ecbeea,P11259,email,2025-11-21T04:12:18.977088,Retained,0.2,2025-12-21T04:12:18.977088,2026-02-07T04:12:18.977096
d2bb102b-1448-45fb-927a-c34e0e204de4,P11259,email,2025-12-01T04:12:18.977126,Retained,-0.151,2025-12-31T04:12:18.977126,2026-02-07T04:12:18.977133
1c4e1a0a-b037-41d6-9c45-5a8318b9b1c0,P11260,email,2025-11-25T04:12:18.977177,Retained,-0.2,2025-12-25T04:12:18.977177,2026-02-07T04:12:18.977185
22e65af5-d313-4710-996b-91d41cc9a884,P11260,email,2025-12-05T04:12:18.977215,Retained,0.171,2026-01-04T04:12:18.977215,2026-02-07T04:12:18.977223
75d7646e-3148-4a6c-afa1-31e0e1e0b93a,P11261,none,2025-11-16T04:12:18.977268,Retained,-0.076,2025-12-16T04:12:18.977268,2026-02-07T04:12:18.977275
58d62c06-c3e9-43d4-98a1-12b2ffa06f8d,P11261,email,2025-12-19T04:12:18.977307,Retained,-0.055,2026-01-18T04:12:18.977307,2026-02-07T04:12:18.977314
390e6abe-cc53-4dbd-b5e9-97565f14bcf5,P11262,email,2025-11-14T04:12:18.977360,Retained,-0.183,2025-12-14T04:12:18.977360,2026-02-07T04:12:18.977367
e0a02203-0737-49fc-9a87-e5f434a6c4eb,P11262,email,2025-11-21T04:12:18.977397,Retained,-0.058,2025-12-21T04:12:18.977397,2026-02-07T04:12:18.977404
93083d6a-8f1c-45dc-b082-9a5ec2cc3a74,P11263,email,2025-12-23T04:12:18.977448,Retained,-0.264,2026-01-22T04:12:18.977448,2026-02-07T04:12:18.977455
c5a8cefe-0c68-44f7-971c-a255cbf163de,P11263,email,2025-11-24T04:12:18.977485,Retained,-0.246,2025-12-24T04:12:18.977485,2026-02-07T04:12:18.977493
c21a8682-ec6a-46e0-a790-ac1a8c34d8ad,P11264,call,2025-12-17T04:12:18.977537,Retained,0.2,2026-01-16T04:12:18.977537,2026-02-07T04:12:18.977544
60e7cd25-b763-49f9-90ba-c5c216bc941a,P11264,none,2025-12-09T04:12:18.977574,Retained,0.098,2026-01-08T04:12:18.977574,2026-02-07T04:12:18.977581
781dfb51-a4f0-42d1-93df-1ae020b5e085,P11264,email,2025-12-28T04:12:18.977612,Retained,-0.14,2026-01-27T04:12:18.977612,2026-02-07T04:12:18.977619
41aa3753-73fe-4334-be31-2a303b1a1258,P11265,email,2025-12-02T04:12:18.977663,Retained,0.051,2026-01-01T04:12:18.977663,2026-02-07T04:12:18.977670
d745bcf1-6790-464d-b1f8-23b63604812b,P11265,email,2025-12-08T04:12:18.977700,Retained,-0.181,2026-01-07T04:12:18.977700,2026-02-07T04:12:18.977707
e8a5b1ab-0704-45a5-ae35-aebc1dfdd35d,P11266,email,2025-11-17T04:12:18.977751,Churned,-0.029,2025-12-17T04:12:18.977751,2026-02-07T04:12:18.977758
a0a80582-1025-44d4-8137-9fb2579d6360,P11266,none,2025-12-06T04:12:18.977788,Retained,-0.011,2026-01-05T04:12:18.977788,2026-02-07T04:12:18.977795
11a19636-d7ee-47cc-89b2-bb0e3be4b0ff,P11267,none,2025-12-31T04:12:18.977839,Retained,-0.077,2026-01-30T04:12:18.977839,2026-02-07T04:12:18.977846
6f0ec8a6-1acf-4258-88f0-bf16585ea606,P11267,call,2025-11-28T04:12:18.977876,Retained,-0.064,2025-12-28T04:12:18.977876,2026-02-07T04:12:18.977883
0e45b2d0-fa70-4e4c-ab38-7623d47c310c,P11268,call,2025-11-20T04:12:18.977927,Retained,0.046,2025-12-20T04:12:18.977927,2026-02-07T04:12:18.977934
00cc4fa0-9da8-48d9-8937-e580a98e27ef,P11268,none,2025-11-28T04:12:18.977965,Retained,0.105,2025-12-28T04:12:18.977965,2026-02-07T04:12:18.977972
aa6a9b43-feca-4133-8daa-8e9d876d6edd,P11269,email,2025-12-26T04:12:18.978015,Retained,-0.058,2026-01-25T04:12:18.978015,2026-02-07T04:12:18.978022
ba9003bb-4389-4dc5-bf44-346bdaa998db,P11270,email,2026-01-05T04:12:18.978067,Retained,-0.333,2026-02-04T04:12:18.978067,2026-02-07T04:12:18.978075
d2613342-ace4-45eb-acda-36d341d41d72,P11270,call,2026-01-05T04:12:18.978108,Retained,-0.185,2026-02-04T04:12:18.978108,2026-02-07T04:12:18.978115
d71bee1b-41f4-4a29-a8cc-9073a538e275,P11271,none,2025-11-29T04:12:18.978163,Retained,0.105,2025-12-29T04:12:18.978163,2026-02-07T04:12:18.978170
f866a421-f051-4d6a-be84-1af63a13b26b,P11271,email,2025-12-10T04:12:18.978201,Retained,-0.198,2026-01-09T04:12:18.978201,2026-02-07T04:12:18.978208
4e1662d7-7caf-4abf-a50f-71c111bfb0f9,P11271,email,2026-01-06T04:12:18.978239,Retained,-0.081,2026-02-05T04:12:18.978239,2026-02-07T04:12:18.978246
4eae7ec9-0778-477b-a752-074c4394c2b1,P11272,none,2025-11-25T04:12:18.978290,Retained,0.021,2025-12-25T04:12:18.978290,2026-02-07T04:12:18.978297
d7131f76-2861-4dc9-9bc6-e3f28b4aa0a1,P11273,email,2025-11-25T04:12:18.978341,Retained,0.096,2025-12-25T04:12:18.978341,2026-02-07T04:12:18.978348
8f138820-1265-4124-a5cc-4717a492d467,P11273,call,2025-11-23T04:12:18.978379,Retained,-0.116,2025-12-23T04:12:18.978379,2026-02-07T04:12:18.978386
abc82812-f9c2-450c-82ef-ae707452ce14,P11274,call,2025-11-18T04:12:18.978430,Retained,-0.179,2025-12-18T04:12:18.978430,2026-02-07T04:12:18.978438
899cc794-084a-418e-9d34-7dbe4360340f,P11274,none,2025-11-17T04:12:18.978578,Churned,0.165,2025-12-17T04:12:18.978578,2026-02-07T04:12:18.978639
6091acaf-de31-42bf-beb4-4046c739893b,P11275,none,2025-11-11T04:12:18.978797,Retained,0.038,2025-12-11T04:12:18.978797,2026-02-07T04:12:18.978812
24ecd947-191a-4430-a97a-595b96c4b04b,P11275,email,2025-12-09T04:12:18.978867,Retained,-0.185,2026-01-08T04:12:18.978867,2026-02-07T04:12:18.978886
